subregion,State, Code,Deaths,Population,Crude Rate
pleasants, WV,54073,14,137345,10.1933
pocahontas, WV,54075,41,159351,25.7294
preston, WV,54077,64,579199,11.0497
putnam, WV,54079,149,979807,15.2071
raleigh, WV,54081,499,1412910,35.3172
randolph, WV,54083,69,521397,13.2337
ritchie, WV,54085,14,185815,7.5344
roane, WV,54087,42,270768,15.5114
summers, WV,54089,80,246611,32.4398
taylor, WV,54091,31,298361,10.3901
tyler, WV,54095,19,167661,11.3324
upshur, WV,54097,37,432340,8.5581
wayne, WV,54099,196,761351,25.7437
webster, WV,54101,46,166929,27.5566
wetzel, WV,54103,29,301465,9.6197
wirt, WV,54105,12,104622,11.4699
wood, WV,54107,239,1564635,15.2751
wyoming, WV,54109,253,431713,58.6037
adams, WI,55001,45,368220,12.221
ashland, WI,55003,33,293725,11.235
barron, WI,55005,51,820940,6.2124
bayfield, WI,55007,12,271393,4.4216
brown, WI,55009,373,4378075,8.5197
buffalo, WI,55011,16,245188,6.5256
burnett, WI,55013,26,281898,9.2232
calumet, WI,55015,36,839555,4.288
chippewa, WI,55017,82,1084616,7.5603
clark, WI,55019,19,617197,3.0784
columbia, WI,55021,141,997764,14.1316
crawford, WI,55023,23,301999,7.6159
dane, WI,55025,1006,8554158,11.7604
dodge, WI,55027,166,1583489,10.4832
door, WI,55029,37,503013,7.3557
douglas, WI,55031,64,786961,8.1326
dunn, WI,55033,49,768278,6.3779
eau claire, WI,55035,130,1753687,7.413
fond du lac, WI,55039,154,1803091,8.5409
forest, WI,55041,19,171906,11.0526
grant, WI,55043,49,912235,5.3714
green, WI,55045,55,643932,8.5413
green lake, WI,55047,25,343405,7.28
iowa, WI,55049,36,421839,8.5341
jackson, WI,55053,30,360703,8.3171
jefferson, WI,55055,114,1460152,7.8074
juneau, WI,55057,51,467776,10.9027
kenosha, WI,55059,534,2906835,18.3705
kewaunee, WI,55061,17,368793,4.6096
la crosse, WI,55063,187,2025169,9.2338
lafayette, WI,55065,12,299652,4.0046
langlade, WI,55067,34,362797,9.3716
lincoln, WI,55069,40,522564,7.6546
manitowoc, WI,55071,154,1466783,10.4992
marathon, WI,55073,126,2363684,5.3307
marinette, WI,55075,57,759006,7.5098
marquette, WI,55077,39,274516,14.2068
menominee, WI,55078,15,79279,18.9205
milwaukee, WI,55079,3333,16985039,19.6232
monroe, WI,55081,74,783097,9.4497
oconto, WI,55083,33,668415,4.9371
oneida, WI,55085,56,654127,8.561
outagamie, WI,55087,186,3112739,5.9754
ozaukee, WI,55089,89,1539075,5.7827
pierce, WI,55093,36,712533,5.0524
polk, WI,55095,44,780604,5.6367
portage, WI,55097,82,1242157,6.6014
price, WI,55099,12,262995,4.5628
racine, WI,55101,436,3476163,12.5426
richland, WI,55103,23,323470,7.1104
rock, WI,55105,383,2842708,13.4731
rusk, WI,55107,16,266818,5.9966
st. croix, WI,55109,69,1412372,4.8854
sauk, WI,55111,138,1079577,12.7828
sawyer, WI,55113,37,296552,12.4767
shawano, WI,55115,44,744682,5.9086
sheboygan, WI,55117,188,2060767,9.1228
taylor, WI,55119,13,365464,3.5571
trempealeau, WI,55121,28,510488,5.4849
vernon, WI,55123,29,528047,5.4919
vilas, WI,55125,57,388397,14.6757
walworth, WI,55127,191,1796774,10.6302
washburn, WI,55129,23,286808,8.0193
washington, WI,55131,206,2295713,8.9732
waukesha, WI,55133,620,6880598,9.0108
waupaca, WI,55135,59,940621,6.2725
waushara, WI,55137,22,436084,5.0449
winnebago, WI,55139,307,2950956,10.4034
wood, WI,55141,96,1343310,7.1465
albany, WY,56001,60,629712,9.5282
big horn, WY,56003,30,207508,14.4573
campbell, WY,56005,81,753603,10.7484
carbon, WY,56007,49,279776,17.514
converse, WY,56009,19,237044,8.0154
fremont, WY,56013,114,690819,16.5022
goshen, WY,56015,19,232420,8.1749
johnson, WY,56019,15,144371,10.3899
laramie, WY,56021,214,1603975,13.3419
lincoln, WY,56023,39,303093,12.8673
natrona, WY,56025,196,1322892,14.816
park, WY,56029,58,493241,11.759
platte, WY,56031,23,157181,14.6328
sheridan, WY,56033,56,508070,11.0221
sweetwater, WY,56037,111,744293,14.9135
teton, WY,56039,17,370315,4.5907
uinta, WY,56041,63,365327,17.2448
washakie, WY,56043,14,148360,9.4365
